gene,GSM757001,GSM757002,GSM757003,GSM757004,GSM757005,GSM757006,GSM757007,GSM757008,GSM757009,GSM757010,GSM757011,GSM757012,GSM757013,GSM758485,GSM758486,GSM758487,GSM758488,GSM758489,GSM758490,GSM758491,GSM758492,GSM758493,GSM758494,GSM758495,GSM758496,GSM758497,GSM2544316,GSM2544317,GSM2544318,GSM2544319,GSM2544320,GSM2544321,GSM2544322,GSM2544323,GSM2544324,GSM2544325,GSM2544326,GSM2544327,GSM2544328,GSM2544329,GSM2544330,GSM2544331,GSM2544332,GSM2544333,GSM2544334,GSM2544335,GSM756992,GSM756993,GSM756994,GSM756995,GSM756996,GSM756997,GSM756998,GSM756999,GSM757000,GSM2544275,GSM2544276,GSM2544277,GSM2544278,GSM2544279,GSM2544280,GSM2544281,GSM2544282,GSM2544283,GSM2544284,GSM2544285,GSM2544286,GSM2544287,GSM2544288,GSM2544289,GSM2544290,GSM2544291,GSM2544292,GSM2544293,GSM2544294,GSM2544295,GSM2544296,GSM2544297,GSM2544298,GSM2544299,GSM2544300,GSM2544301,GSM2544302,GSM2544303,GSM2544304,GSM2544305,GSM2544306,GSM2544307,GSM2544308,GSM2544309,GSM2544310,GSM2544311,GSM2544312,GSM2544313,GSM2544314,GSM2544315
CNGA3,1.303540266,1.285547938,1.550225898,1.541126151,1.485260638,1.659758544,1.425141369,1.488267145,1.80051046,1.28115503,1.373965652,1.488519465,1.306577395,1.262748567,1.260440878,1.547629849,1.532827543,1.442609491,1.609212253,1.417269881,1.435335273,1.735750243,1.250064424,1.299767309,1.428061443,1.29731544,1.443565665,1.315307302,1.45521659,1.290238176,1.433387468,1.708362402,1.405552884,1.443123846,1.503096658,1.509740303,1.637867757,1.487518454,1.380107393,1.51191667,1.597662246,1.166545274,1.294198181,1.256234491,1.220414441,1.203543508,1.259315594,1.600614698,1.726632528,1.312463737,1.40945641,1.476959197,1.311098277,1.2415905,1.447690626,1.494123636,1.313681563,1.104046722,1.213208694,1.45903995,1.398527137,1.345377971,1.330323405,1.791074963,1.30217791,1.525296407,1.647140215,1.769736751,1.557565543,1.599800148,1.330797951,1.299019724,1.49168545,1.370185279,1.464358139,1.349288886,1.745845809,1.446538114,1.494303636,1.734898521,1.093361252,1.716031221,1.409605335,1.462263591,1.284406976,1.336836141,1.423547172,1.265637859,1.628812916,1.725309416,1.494565454,1.324743397,1.277566967,1.673158433,1.449303572,1.310032467
CNGB3,1.597310356,1.406271131,1.482955031,1.552920624,1.496396495,1.568380942,1.505487679,1.250101364,1.486224929,1.142746666,1.432497912,1.415770491,1.496508902,1.492744934,1.269578846,1.428888927,1.406103826,1.436697692,1.516858007,1.449008361,1.123524992,1.434977974,0.934276444,1.389913796,1.354721679,1.463437218,1.303110015,1.432106514,1.43006869,1.601596565,1.62467,1.549642989,1.808512472,1.43006869,1.034489649,1.690537756,1.587178407,1.810112055,1.614634261,1.39617068,1.519404299,1.462586238,1.361242801,1.032714769,1.165326765,1.341762949,1.475490148,2.417704523,1.853109277,1.548332778,1.506137044,1.520336978,1.353728626,1.191280475,1.402335692,1.62457437,1.452805462,1.014673134,1.166567773,1.740664646,1.504802862,1.331083778,1.541374148,1.385601069,1.300757439,1.474783293,1.525159198,1.504802862,1.229477396,1.631520504,1.295169855,1.128659849,1.723244531,1.650912708,1.611514762,1.292387019,1.735230447,1.454974759,1.437708029,1.915172566,1.37379045,1.964869197,1.346575628,1.616532632,1.494482266,1.504802862,1.350607454,1.188151186,1.640723584,1.397871841,2.044892165,1.504802862,1.51922102,1.705013669,1.865673145,1.584760095
CNR1,1.386369586,1.358731725,1.400543568,1.51547941,1.454970322,1.413795648,1.530100125,1.438217107,1.513914808,1.273780884,1.449592531,1.490339408,1.329215038,1.356086329,1.32233684,1.370044373,1.481967836,1.425739037,1.417314232,1.523720963,1.419231884,1.517643298,1.246424567,1.45298428,1.390314212,1.308946895,1.458116799,1.414208599,1.441671231,1.429987275,1.621438767,1.522671991,1.858745786,1.413821801,1.360403713,1.411274272,1.479230615,1.68480689,1.573689266,1.505879639,1.459583963,1.067998038,1.426185987,1.474215584,1.564139365,1.580825015,1.369706011,1.626283326,1.686529204,1.889071566,1.485772843,1.536118669,1.402112366,1.303236488,1.419058983,1.542021048,1.218791601,1.2263675,1.307808409,1.310155871,1.358465562,1.438519335,1.460740192,1.579673797,1.417045397,1.378872472,1.451750482,1.413257448,1.146713862,1.67306542,1.462354072,1.373163872,1.570644073,1.620701022,1.547556255,1.460740192,1.634465683,1.596412798,1.453244321,1.607416524,1.776487105,1.660167719,1.446161923,1.521894233,1.460740192,1.327828522,1.337338408,1.235143805,1.75443964,1.570457343,1.576966213,1.535792272,1.329922564,1.44233396,1.616539613,1.353117084
CNTF,4.057773569,3.837969717,3.776238074,4.03189556,3.893009816,4.084972915,4.219094215,4.006558956,4.135856783,3.889254004,3.961588738,4.081131444,4.078406386,4.01050021,3.906212563,3.857482017,3.839312774,3.696411784,4.04266669,4.04881969,4.006401985,4.109621392,3.876957435,3.919823915,4.008707362,4.070802944,3.872489234,4.197204349,3.857835093,4.011697122,3.594150927,3.843439175,3.972163218,4.137800204,4.25486549,4.26064968,4.517697521,3.838829898,4.015802863,3.981020258,3.99726247,4.006506844,4.454342568,4.235511694,3.963758067,4.228358924,3.900494006,4.565382317,4.461388304,4.334710204,4.004467527,4.004467527,4.012798851,3.799236524,3.989970087,4.019363249,4.227129278,3.961004907,3.938048904,3.748655424,4.043804033,4.117965608,4.238439435,4.238865502,3.939766085,4.08508094,4.115099336,4.069109863,4.282892482,4.333297564,4.066630925,4.053732698,3.964387625,3.956176141,3.53084453,3.833455777,3.943574871,4.118236742,4.194709411,3.862854438,4.346905903,4.318333555,3.798983039,3.987020849,4.129301587,3.843900887,4.069058219,4.081401266,3.887824578,3.636935349,4.109353879,3.903098454,4.185245547,4.098224479,3.81964086,3.987640584
COG2,2.266016284,2.198194663,2.249694754,2.536555236,2.338944415,2.219544178,2.556717782,1.803785495,2.611963762,2.591371582,2.491066985,2.61169194,2.679794441,2.400042163,2.349447396,2.38086875,2.680021727,2.410873597,2.357190606,2.687942368,1.941219364,2.691829456,2.693868888,2.478543446,2.691550088,2.764918406,2.563530554,2.399230464,2.634614365,2.565460253,2.716587193,2.032115067,2.63935985,2.255940465,2.373396126,2.295715894,2.130372192,2.334900599,2.620476366,2.246272279,2.323873747,2.533679291,2.155911168,2.167725652,2.349747467,2.420339009,2.458474896,2.095433456,2.625365063,2.581590059,2.462897323,2.324751796,2.75627101,2.594138513,1.876166565,2.132910923,2.244321506,2.533146256,2.678464409,2.420593606,2.531157485,2.672537476,2.200430699,2.523891577,2.404151783,2.328696612,2.129346887,2.793576864,2.433176032,2.776032355,2.607538124,2.262791483,2.370106378,2.441721842,2.125723779,2.574319733,2.100952744,2.62990688,2.413760897,3.286043935,3.377684948,2.166483748,2.726923484,2.641248784,2.307371469,2.405490758,2.413760897,2.498273838,2.029928005,2.201513693,2.145749329,2.343701007,2.430301174,2.668185808,2.413760897,2.45926635
COL11A1,1.381218726,1.65458134,1.687392625,1.597792489,1.525197957,1.741044539,1.615171587,2.0165741,2.025918532,2.222847984,1.802988485,1.824612976,1.884662913,1.383422059,1.748533946,1.752276647,1.661523791,1.683625053,1.847797824,1.716468164,2.050323533,1.947600034,2.360722144,1.837967363,1.868505248,2.03065649,1.680276965,1.392613354,1.663609964,1.59700153,1.661953987,1.589222008,1.671306092,1.559747985,1.683946326,1.76718602,1.665551867,1.899997829,1.799948172,1.545058627,1.46432077,1.8423007,1.566264675,1.75391437,1.465333419,1.520600191,1.560048092,2.059117026,3.19793151,1.9272695,1.564725778,1.764158182,1.741378439,1.532823982,1.602051621,2.48599544,2.281917015,1.528816398,1.702312843,1.541540027,1.590933439,2.021773612,1.84261825,1.551273364,1.7110931,1.652704988,1.900267724,1.814371318,1.621134187,1.84261825,1.828393519,1.751622861,1.561888302,2.870408666,1.852399241,1.594173914,2.383134196,1.84261825,2.602354692,2.17633949,1.84261825,2.772503441,2.345630466,2.626014923,2.902908721,2.272827007,2.648019176,2.320087901,2.127553667,2.26896703,2.389102864,3.230327714,2.991854986,1.633285967,2.095673114,1.593018303
COL11A2,1.742037569,1.732981173,1.68877162,1.875133135,1.886190715,1.931587175,1.822854311,1.644018659,1.696086287,1.676400307,1.834542287,1.831742911,1.765308581,1.661174436,1.660608576,1.721610077,1.807432399,1.866921323,1.835633043,1.748986905,1.716987978,1.674046885,1.579277227,1.719510315,1.785912657,1.814987251,1.799456475,1.49689673,1.584820624,1.737010647,1.739932951,1.497120815,1.404927039,1.732418455,1.463922584,1.769297193,1.823209401,1.70970307,1.827896752,1.523535126,1.775387373,1.414096074,1.619799252,1.797694497,1.738195532,1.576802708,1.472843812,2.335052729,2.279539788,1.995084914,1.794076482,1.896425499,1.459903072,1.514739973,1.821122769,2.110381367,1.670000619,1.824882722,1.684090296,1.825576462,1.625380231,1.975034498,1.931061806,2.026282253,1.889412837,1.900052234,1.984562683,2.19034874,1.851665389,2.006016443,2.046799772,1.746619003,1.925398308,1.95467046,1.838772873,1.845516888,2.190548267,2.084363041,1.800660137,1.922592652,1.818912258,1.939435803,1.692654613,1.900552587,2.059035385,1.819299033,1.80394466,1.696540785,1.969420114,1.842263062,1.863630874,1.810215948,1.727393807,1.826595583,1.722826171,1.825576462
COL18A1,1.671984967,2.195619711,1.940570966,2.035183822,2.040355846,1.874255426,2.248628102,1.016236803,2.403649017,2.529796068,2.032524594,1.790323884,1.723827424,1.874651044,2.425254233,2.115604712,2.141484287,2.167879487,2.059182559,2.342503672,1.1817102,2.620036937,2.664585068,2.152044498,1.896149465,1.893606208,2.456928741,2.125712184,1.89857378,2.523689491,1.976414451,2.002117621,2.186426783,1.787127761,2.003776797,2.861936455,2.007010785,2.750349827,2.401613495,1.879282342,2.094890878,2.321579337,2.246803923,2.099277852,1.825963732,1.93307902,2.373805318,1.022262201,1.764774368,1.32954533,2.517944908,2.531475188,2.480477187,2.353850477,2.502678027,2.023576957,2.311908028,1.815701869,2.023576957,1.722113085,1.80330023,1.711005041,1.756871419,1.754256108,1.428776363,1.698659645,1.62506534,1.937890351,1.881872064,1.959740857,2.010978467,1.736764454,1.640363507,2.350772121,1.869442304,2.186963627,2.408055881,1.903975665,2.226249544,2.469248547,2.464608478,2.474732265,2.375012966,2.023576957,2.151192913,2.560925061,2.432606064,2.177655367,2.327403046,2.175996191,2.080382649,2.24396617,2.29416328,2.037665894,2.20496147,1.836652483
COL1A1,1.813814188,2.174061767,1.957339426,2.043082398,1.890312266,2.087909284,1.815309224,2.173023929,2.108623115,1.855725911,2.085506296,1.883632725,2.02763037,1.843150107,2.118508674,1.950743524,2.020028659,1.844811004,2.047209822,1.811483618,2.260629993,2.100744242,1.826982218,2.108294899,1.904570801,2.036692501,1.826882354,1.74481199,1.832988452,1.827543323,1.869412586,1.749556806,1.791866714,1.771919603,1.746047373,1.87392921,1.738461962,2.056758061,1.82128772,1.83353926,1.845570476,1.760415588,1.778765357,1.761194588,1.764617465,1.754663581,2.283392113,2.46553396,2.635150918,2.517132418,2.154782744,1.946332002,1.89331293,2.232777655,2.059831283,2.909466137,2.573087805,1.863246037,1.963469453,2.017511568,1.87553692,2.267310781,2.030573582,1.944946573,1.988657107,1.933513376,1.978561587,2.34104821,2.038119649,1.948337975,2.259922087,2.163751043,1.986060442,3.343156473,2.198955531,2.387827531,3.403312555,2.027788068,3.149012456,3.098542723,2.973218208,3.053423694,3.049749019,2.784542925,3.260228422,2.933150873,3.567830981,3.183878591,3.296644688,3.497642328,2.499751679,3.243664845,2.70767376,2.184233225,3.088337041,1.893650628
COL1A2,1.859935868,1.852899732,1.988564339,1.041711428,2.073630278,2.496894786,2.199286504,1.443639075,2.10558079,2.367229223,0.976704391,1.176747363,1.012978208,2.296932147,2.232525238,2.426843229,1.324771985,2.532095689,2.860373804,2.586177585,1.931328503,2.455361652,2.544056727,1.438549972,1.478038877,1.351424216,2.006806164,2.006471794,1.872946464,1.896398847,2.363403131,2.049995701,1.789400252,1.901934538,2.037503244,1.961517523,2.009964109,2.459915492,2.135288071,1.954644349,2.169663227,2.047878021,1.93117339,1.961796165,1.82015306,1.858531375,4.852518288,1.79882563,5.929334203,4.50555398,3.291747112,2.070077869,3.678890511,4.890417138,3.358896337,4.0540162,3.732249506,2.128199391,2.605067607,1.98325902,2.065932153,3.039219979,2.503474671,2.312753391,2.176358047,2.212795155,2.062569871,2.937859244,2.584420222,2.191088929,2.975280888,2.825761497,2.232662342,5.762036999,2.706827729,4.151345912,5.316599619,2.645303537,4.512011054,5.006201525,4.620709366,4.504162632,4.142624412,3.09756765,5.423050218,4.30386535,5.620003794,4.869899062,4.923844187,5.814356711,3.269796378,5.040446649,4.98574919,2.777909348,5.057360229,2.216844754
COL2A1,1.617314834,1.538773414,1.880225628,1.593995909,1.632978728,1.709362755,1.650033292,1.739327937,1.781910594,1.523397361,1.596386818,1.718123175,1.580057172,1.539227837,1.519725381,1.761714602,1.574324219,1.614181754,1.700708903,1.647196206,1.697430762,1.779241125,1.539222148,1.580848454,1.741021431,1.531156969,1.77237315,1.351588187,1.531426216,1.572058045,1.65902874,1.620463579,1.533587685,1.491344235,1.589520441,1.776316884,1.710297272,1.710297272,1.784659396,1.551789531,1.540204815,1.496406623,1.609769994,1.685611019,1.448399255,1.549950386,1.552033812,1.820065748,1.91892954,1.916388253,1.678412241,1.61085462,1.65519732,1.65640624,1.898080875,1.68421245,1.668627119,1.676381864,1.562696169,1.570602596,1.629758594,1.68421245,1.68421245,1.726778225,1.560193415,1.73972808,1.918409533,1.904416864,1.636792849,1.884300032,1.68421245,1.621871128,1.692536002,1.758858978,1.685748231,1.68421245,2.004128851,1.656227112,1.895657226,1.99669643,1.670674827,2.04557597,1.772927488,1.816289594,1.841848019,1.800571541,1.821598465,1.767068769,1.923642564,1.965430968,1.879901253,1.68421245,1.68421245,1.599896191,1.826566053,1.689938447
COL3A1,2.745915519,1.422858879,2.36676734,2.942110537,2.162441966,2.840932658,3.147225537,2.507743601,2.453086063,2.37343897,2.096620445,1.911511501,2.889202154,3.613652602,2.227509164,3.181384648,3.80844505,2.969790743,3.700432224,4.033145959,3.315689376,3.29685211,3.208601438,2.870806422,2.737171377,3.754703645,2.138122393,2.311257056,2.064911527,2.427933185,2.082290368,2.054397055,2.272486078,2.320718264,2.652804859,2.808043129,2.260219195,2.520456901,2.833857155,2.102574763,2.163128312,2.425962857,3.164263977,2.030008566,2.773793919,1.798190804,2.559742649,2.503066161,3.964616203,3.680738587,2.39767678,1.666061592,2.930752142,3.57200686,2.471967191,4.089151439,3.684053736,1.890010706,2.461896255,1.956411681,2.57570315,2.779300725,2.307338973,2.408316034,2.382801643,2.070917725,1.834369358,3.153082011,2.973773046,2.371533544,3.100564133,2.476651018,2.062863894,5.565789999,2.712554715,3.678705701,5.500378728,2.571980409,4.190836729,5.142142153,4.452490893,4.397521454,4.592892681,3.255094175,5.068431895,3.598121994,5.546222913,4.490426524,4.74201113,5.503220723,3.353483477,4.865969302,4.662698602,3.33767545,4.889921958,2.42288012
COL4A1,3.278609324,3.448540808,3.820537096,3.332049968,4.036653418,4.095902987,3.886872281,3.205671744,3.207931531,5.024265523,2.259508133,3.347957025,2.809971003,3.786259867,3.971443196,4.268487969,3.916894359,4.685079039,4.643636631,4.412386549,3.750297525,3.86671029,5.819837822,2.784461768,4.01204769,3.470842679,3.500795636,4.089003039,2.816273324,3.309750775,3.657233887,3.223995239,2.900307452,3.881163949,3.893213808,3.849254912,3.071157251,3.091257845,3.537123654,2.886042853,3.907614861,3.740480785,3.836575268,3.567510714,3.240537555,2.860767537,3.867311675,2.874035747,4.283817312,3.331732178,3.711600355,3.123863341,4.306334812,4.157975055,3.728235541,4.915965196,4.395721941,3.837061886,3.086422791,2.047069892,3.196592939,3.466885571,3.94712707,2.896091685,2.516321667,3.670179723,4.500748856,2.494121794,4.034289122,3.314708856,4.358281305,3.871909913,3.074121018,4.547331851,3.223852073,3.752628895,4.956565246,3.055909775,4.529152097,4.822169422,3.9412176,5.380315154,4.033417922,4.088177607,5.43029898,5.519161449,5.731566471,5.171247985,5.350820288,4.529970816,5.064751576,5.141795105,5.908420207,4.172096275,4.868185612,3.36429382
COL4A2,2.548869632,2.692110324,2.547008111,2.655274655,3.134789144,3.289629642,2.991608761,1.908663674,2.741499441,3.670547278,1.737444152,3.077969159,2.355643728,3.020598431,3.141544644,2.996361553,3.191567726,3.629735633,3.808089444,3.580548721,2.348463914,3.215310631,4.151736264,2.222785471,3.543290388,2.805644203,2.819433694,3.068157728,2.41259912,2.515437654,2.804924175,2.551248383,2.379468022,2.904243379,3.097189115,3.073949187,2.458757915,2.6705722,2.302536698,2.383654173,3.017084219,3.223354016,3.021369158,2.776683094,2.656865335,2.071915606,3.209335382,2.195821553,3.110657605,2.638546113,3.066041241,2.283570896,3.184300666,2.823158131,2.925293512,3.757440457,3.404988796,2.98500304,2.035734716,2.171358589,2.615436321,2.655593731,3.215784663,2.717311669,2.222469143,3.040731943,3.139050916,2.124495928,3.132851955,2.594616704,3.482315273,2.920630168,2.479232067,3.39983946,2.604236207,2.656631007,3.646316061,2.604495526,3.47654851,3.63878346,2.649308331,4.069500085,3.035693744,2.898822669,4.394463925,3.759638494,4.291020313,4.15891577,4.130736431,3.718023958,3.57103944,4.307443854,4.700818534,3.399740672,3.951608697,2.732142251
COL4A3,5.476066573,4.651260883,5.187348713,5.918194679,5.49239214,4.879338751,5.247348448,5.572145253,4.638432376,5.417507026,4.122097272,5.011357958,4.892756004,5.60634647,4.88525464,5.377791077,6.060713575,5.656087359,5.093639863,5.40237099,5.874089199,4.829390188,5.627079101,4.431519289,5.328094952,5.222569189,5.154788834,5.182778722,4.44603548,4.502064649,3.738039499,4.813723818,4.961493962,5.057812105,4.825743006,5.188459023,5.116673193,4.09956183,4.502863185,5.023318685,5.530182624,4.676400489,4.976723754,5.174546402,4.764576868,5.064315638,3.802042835,4.306689678,4.034185594,4.599551888,3.471207895,4.411397744,4.182477176,4.356021325,4.265774035,4.214894525,5.234755482,5.31032818,4.447029483,4.897971273,5.472669529,4.681872874,5.181903988,4.612721386,4.438303224,5.304894848,4.807168784,4.494719312,5.211704987,4.916658639,5.222489326,5.415290259,5.133250977,2.615478242,5.199521153,3.779034344,3.475656889,4.665902173,4.219060078,3.20427023,4.928430857,3.214305428,4.740898608,5.11324644,4.293554342,3.700679123,3.805287213,4.494274767,4.104597902,2.46089997,4.839274832,3.90807596,3.571242356,4.80346424,3.865514866,5.063770197
COL4A4,4.07911749,3.186736626,4.115551775,3.367146402,2.87937298,3.240756287,4.072131031,3.521112434,2.494743469,5.052032497,1.964576621,3.754043731,3.290471883,4.519334774,3.679846824,4.669103195,3.836506861,3.281115822,3.807286737,4.587356864,4.060503664,2.886229658,5.331348575,2.357736162,4.151831005,3.755622306,3.554659402,3.118603262,2.865104773,2.795761919,2.107175765,2.960209077,3.181893142,3.914302818,2.928313947,3.311329907,3.247184539,1.783995456,2.604762389,3.743157037,4.481910228,2.878114628,3.621064546,3.57961379,3.179262117,3.459054719,2.951887945,2.758399653,2.661307777,2.694025425,2.68206431,1.817247305,2.781960555,3.267266468,2.502288608,2.971624828,4.742321056,3.711540189,2.728182344,3.205075872,3.664520698,2.496974935,3.808242478,2.44004471,2.366585836,3.557181319,3.631834647,2.480639979,3.271448733,3.32942814,3.591885028,3.870434753,3.448195531,1.084727668,3.900651192,1.952433385,2.099883796,2.989896734,3.046423427,2.446097683,3.549901611,1.939391247,3.263620222,3.774119854,3.011251621,3.246768747,2.802141597,3.139639204,2.612417226,2.070393714,3.481737069,2.843124256,2.526303604,3.282860604,2.397786891,3.071910477
COL4A5,2.991720444,2.805141158,3.525331171,3.26349454,3.557123292,2.990482641,3.427441288,3.388810361,2.453596141,2.907616075,1.89981586,2.795671928,2.891943683,3.68474804,3.392270724,4.195088361,3.931431115,4.20142629,3.744035295,4.06830918,4.14580844,3.107480708,3.476732347,2.611146963,3.387872511,3.679091232,2.411898061,2.256891934,1.830431269,1.916120152,1.913703169,1.995242138,2.290684091,2.536418282,1.893478039,2.478159874,2.654120787,1.289095514,2.43857608,2.467329055,3.054587485,3.012449897,3.067698477,2.105009643,2.319847497,2.63923126,0.550403399,2.742581024,1.967543586,1.82921482,-0.115661127,1.538933996,1.734720474,1.733321159,1.571726452,2.099121757,4.252904305,2.848751272,3.2760556,2.916153171,3.449325909,2.767531527,3.006037572,2.535911603,2.496624231,2.888494679,3.413572804,2.549091001,2.641802815,2.986359683,4.419721726,4.253770771,2.639385832,1.478185179,2.811356443,1.913720931,1.702075318,2.268812196,2.151086889,1.88211774,2.573830872,1.502856646,2.893647869,3.592178717,2.347683363,1.310615302,2.200064994,2.839014935,1.847117091,1.055669213,3.493538454,2.545556733,3.032669987,2.286415127,1.938483604,2.740967517
COL5A1,1.424618246,1.312713336,1.39784255,1.492028306,1.401300471,1.774920564,1.631728862,1.375841745,1.428485847,1.6145378,1.289117533,1.338663057,1.32772036,1.484835804,1.415173128,1.416702431,1.485849261,1.505649657,1.666691037,1.646985435,1.437278351,1.414790301,1.682308833,1.351070482,1.355317537,1.297436779,1.821691219,1.607190844,1.601123868,1.71419793,1.753305616,1.595543096,1.73890976,1.662300973,1.644501691,1.806809159,1.73743001,1.961612179,1.767934005,1.671644539,1.692424461,1.512000622,1.443551601,1.64037953,1.648179928,1.707158546,2.075248803,1.754526743,2.817169638,1.902444252,1.718996891,1.366947556,1.599965053,1.569203972,1.617108277,1.764608409,1.579090001,1.333070945,1.403147691,1.396975019,1.361693544,1.556132732,1.660920192,1.51630631,1.344760973,1.448618304,1.450098054,1.722160715,1.563700598,1.53505686,1.531061535,1.41986887,1.372707114,2.326976939,1.460181495,1.789489354,2.192404219,1.563700598,1.99650642,2.235739764,1.998155284,2.051785663,2.002827067,1.792110626,2.180756471,1.97982752,2.151034629,1.971646615,2.012149494,2.016335074,1.807330914,2.05036933,1.901337337,1.563700598,1.866436369,1.26893434
COL5A2,1.359255685,1.320918067,1.768921222,1.568856406,1.368914427,1.512327098,1.445293792,1.705731243,1.167295186,1.409673928,1.061812633,1.100501499,1.151206691,1.38955912,1.483391357,1.863339574,1.570423906,1.534028701,1.680698994,1.522252858,1.805442993,1.273617183,1.522431499,1.140778825,1.207456528,1.287505774,1.515285089,1.585759022,1.454175348,1.78188473,1.446564611,1.594028859,1.647042865,1.474022956,1.569219348,1.7035016,1.782145883,1.771886311,1.636062014,1.601900748,1.577451878,1.532956425,1.505411029,1.53258335,1.537905891,1.453665478,1.920735006,2.085250296,2.807298982,2.0825035,1.475646091,1.428663272,2.240394413,2.220504311,1.31661798,1.866229081,1.871725724,1.548095299,1.286532175,1.470333962,1.470769216,1.539265849,1.849552613,1.576399282,1.529752428,1.626801761,1.476676242,1.86482383,1.760561707,1.592739982,1.814408915,1.5999279,1.577244919,2.666935819,1.48171276,1.756594673,2.180545058,1.597192014,1.921319873,2.317625375,2.073435126,2.450651607,2.122245817,1.707796418,2.854654896,1.806338052,3.16000463,2.523077967,2.464505138,2.382142538,1.872235594,2.561542035,2.474155353,1.76641899,2.363003773,1.595252022
COL7A1,1.826149198,1.991890665,1.737039206,1.789682584,1.870949658,1.88961969,1.779617451,1.596910921,1.982085291,1.861574522,1.955249442,2.05662517,1.933141667,1.788052805,2.029392168,1.801291604,1.86338399,1.890969226,1.914314325,1.95462655,1.719780743,1.903634942,1.740023223,2.102456402,2.049616984,1.97979991,1.806555952,1.550674299,1.727876695,1.841164995,1.646309939,1.527410468,1.467325893,1.564149299,1.624663928,1.921933082,1.907597975,1.844851166,1.75380276,1.544428288,1.931455689,1.461141318,1.615284672,1.844851166,1.454158073,1.844851166,1.648963787,2.572190363,2.066239451,1.760039646,1.733577832,1.62708212,0.945027453,1.207122803,1.648890675,1.814605195,1.828203068,1.676517161,1.537650935,1.630235245,1.814605195,1.814605195,2.054636317,1.772070886,1.489484976,1.918616633,1.917244559,2.134994829,1.915340037,1.955314506,1.814605195,1.686265033,1.846756792,1.903646686,2.277117172,1.814605195,2.237613714,1.814605195,1.695541895,2.030246157,1.738321949,2.266304406,1.890130729,2.198929404,1.857344292,1.913415037,2.046997753,2.326040843,2.431178611,1.8286536,2.130059456,1.814605195,1.848620355,1.789928333,1.694374608,1.68712514
COL9A2,1.629800864,2.109556161,1.625508025,1.437347462,1.39550934,1.62384513,1.820844338,1.050722723,1.556512796,1.490744934,1.830741526,1.59996278,1.691838322,1.589921618,2.110611768,1.606857858,1.493281928,1.42224799,1.660819593,1.803106172,1.260808929,1.516319337,1.401449759,1.749876741,1.563465823,1.607746898,1.826664411,1.632026035,1.498012191,1.649393968,1.689222686,1.767117212,1.443949603,1.364390105,1.821636852,2.03932365,1.533825391,1.786345995,2.076834468,1.743644386,1.573294998,1.287474974,1.476236982,1.504476196,1.786084823,1.514139557,2.186802808,1.773610751,2.171028648,1.842513761,1.40500922,1.8842757,1.97165246,1.539452269,2.345341105,2.204789119,1.412981138,1.671769869,1.702914621,1.385460147,1.702914621,1.701412882,1.726485387,1.702914621,1.615715844,1.918054993,1.702914621,1.842968065,1.464660533,1.850085,1.643563301,1.365121383,1.702914621,2.275370832,1.702914621,2.364267226,2.213766904,1.955794336,1.673173668,1.857397814,1.657307473,2.09901449,1.724526597,2.065453898,1.702914621,2.051677079,1.870684935,1.735495818,1.702914621,1.977700131,1.79083162,1.793541278,2.007310498,1.891219578,1.807611916,1.796218291
COMT,2.625026388,2.967569624,2.723787266,2.658272373,2.611339048,2.471556076,2.441770262,2.122419425,3.097391123,3.061665927,2.985569095,2.736273417,2.921482721,2.820187632,3.134960156,2.887340274,2.816436658,2.752812339,2.623505865,2.61748443,2.294728339,3.260546415,3.226880731,3.12460913,2.87640036,3.210163059,3.143598846,2.882627317,3.06787662,2.743614634,2.494803926,2.574590385,2.47574188,2.886962498,3.055588294,2.985619745,3.173992928,2.524703925,2.92744544,2.295863739,2.880714737,2.650742941,2.930760578,2.802187394,2.271669603,2.484220984,2.40372109,2.274233817,2.152167785,2.402699235,2.40588826,2.679060094,2.202278941,2.292970977,2.73056267,2.206620636,2.786737998,2.642433844,2.606286084,2.818837465,2.954359689,2.533082088,2.827173125,2.181820849,2.464643604,2.340979374,2.876326429,2.157722343,2.26506589,2.576672972,2.39263497,2.579749038,1.907158436,2.118052248,1.999551984,2.133432578,2.273544994,2.508569189,2.905652654,2.157371703,2.591160764,2.313454162,2.941162888,2.53332116,2.310712797,2.23395459,2.371931292,2.753554737,2.507453517,2.16860811,2.560240723,2.603480967,2.358893873,2.601361191,2.594252769,2.850171899
