gene,GSM757001,GSM757002,GSM757003,GSM757004,GSM757005,GSM757006,GSM757007,GSM757008,GSM757009,GSM757010,GSM757011,GSM757012,GSM757013,GSM758485,GSM758486,GSM758487,GSM758488,GSM758489,GSM758490,GSM758491,GSM758492,GSM758493,GSM758494,GSM758495,GSM758496,GSM758497,GSM2544316,GSM2544317,GSM2544318,GSM2544319,GSM2544320,GSM2544321,GSM2544322,GSM2544323,GSM2544324,GSM2544325,GSM2544326,GSM2544327,GSM2544328,GSM2544329,GSM2544330,GSM2544331,GSM2544332,GSM2544333,GSM2544334,GSM2544335,GSM756992,GSM756993,GSM756994,GSM756995,GSM756996,GSM756997,GSM756998,GSM756999,GSM757000,GSM2544275,GSM2544276,GSM2544277,GSM2544278,GSM2544279,GSM2544280,GSM2544281,GSM2544282,GSM2544283,GSM2544284,GSM2544285,GSM2544286,GSM2544287,GSM2544288,GSM2544289,GSM2544290,GSM2544291,GSM2544292,GSM2544293,GSM2544294,GSM2544295,GSM2544296,GSM2544297,GSM2544298,GSM2544299,GSM2544300,GSM2544301,GSM2544302,GSM2544303,GSM2544304,GSM2544305,GSM2544306,GSM2544307,GSM2544308,GSM2544309,GSM2544310,GSM2544311,GSM2544312,GSM2544313,GSM2544314,GSM2544315
HSD17B10,4.121281812,4.421490632,3.807614153,3.829524743,3.898585437,3.9981148,3.740560085,3.598199105,4.429066853,4.081791122,4.448617539,4.268743335,4.311052699,4.019047813,4.250565542,3.695568371,3.774029234,3.760452055,3.913732736,3.605500079,3.484413403,4.369835103,3.970210121,4.352345047,4.214343736,4.188377912,3.738204023,3.774620331,4.369115134,4.236975958,4.547892338,4.005843879,3.763140904,4.452283808,5.034235851,4.495205886,3.981535851,4.034496711,4.334676854,3.847407213,3.936784381,4.287135564,4.957058431,4.494828575,4.569227607,4.044809901,4.621334592,3.827182613,3.278483085,4.015772685,4.508669689,4.658552868,4.121690602,4.245348971,3.964954103,3.92783815,3.639960659,4.053711663,4.639688365,3.581866071,3.742623777,4.451501233,3.636850695,3.594889046,3.623381806,3.386041232,3.443747075,3.342010085,4.03809324,3.778079655,3.400824996,4.160170767,3.465688329,3.897447397,3.482644494,4.673131914,3.810631376,4.193168401,4.079677577,2.751276967,4.161188365,3.977014458,3.910173096,3.383182809,3.079927003,3.014126107,4.14091643,4.20174367,3.986778831,4.194974924,3.607237433,3.630928042,3.978169261,3.827278831,3.913934781,4.414936286
HSD17B4,5.001875395,4.870494259,5.159117349,5.087619614,4.959658349,4.929139607,5.093428639,5.692788044,4.850244044,4.817817697,5.087636707,5.5346722,5.197064387,5.088317411,4.87282916,5.112717243,5.086299078,4.988513967,4.9276541,5.090156651,5.694308492,4.728948629,4.756679896,5.108663485,5.497230471,5.15837794,4.975595405,5.037468203,5.653870138,5.580367115,5.154933478,5.078871805,5.02025547,5.358229814,5.181682996,5.33892364,5.003275341,5.190521967,5.030490068,5.546872067,5.352182097,5.748772776,5.503607629,5.172378816,5.822508403,5.316128399,5.043329722,4.243981428,4.484333989,4.586967999,5.535419502,5.287134826,5.545916155,5.431843946,4.830817698,4.786728755,4.979325284,5.013052938,5.066086764,5.131913839,5.088416797,4.997235831,4.968625477,4.92536104,4.371297112,5.013052938,4.882794415,4.196611129,5.033289529,4.678335057,5.174480463,5.19913654,5.549438923,4.268485921,4.839297373,5.010261683,4.595527853,5.170293582,4.583432419,4.348734475,5.186110688,4.902565798,4.026577237,4.318728494,5.053293517,5.047711009,4.408048623,5.07981043,4.677637243,5.11493371,4.856510107,4.513418464,5.05399133,4.990722905,5.259613711,5.425925932
HSP90AA1,6.817178785,6.532416721,6.673893624,6.595953012,6.49270585,6.613395812,6.249480976,7.076220118,6.582307312,6.649365656,6.525709442,6.534152943,6.387286609,6.808327557,6.499488784,6.657436592,6.56649409,6.453518088,6.596490757,6.214894934,7.087464304,6.556761448,6.621971232,6.48606434,6.459223436,6.341175065,6.711379503,6.632907194,6.905886696,6.521521143,6.876877975,6.831877267,6.83317894,6.496045536,6.580654305,7.13888623,6.238500161,6.779066518,6.862745521,7.026570413,7.101695562,6.724210283,6.168767658,6.989007838,7.021549673,6.588650299,6.737067051,5.421040813,6.232898698,6.312420602,6.844871846,6.948886759,7.256929081,7.18440717,6.378140767,6.416833247,6.906634343,6.587538412,7.456870274,6.62640266,6.881530642,6.62249764,6.168399585,6.027075047,6.151477832,6.318092024,7.257714247,6.073377429,6.613199973,5.888725763,6.226045121,6.597765846,6.227718701,6.183461806,6.007363994,6.812356,5.977053599,6.562806618,6.414601807,5.821410654,6.661919748,6.524314277,6.251148821,6.09736541,6.093088483,6.125258411,6.638861534,6.910725316,6.889340682,6.516876143,6.283504702,6.570058798,6.395076706,6.50274369,6.380944252,6.585678879
HSPA4,4.563953617,4.761257436,4.825747336,4.794504099,4.700774764,4.955495296,4.723810498,5.284835829,4.966843326,4.902063274,4.599097829,4.898393976,4.741351247,4.530416416,4.713202586,4.753309354,4.720285123,4.648490158,4.871859746,4.661294349,5.247234946,4.90846715,4.872476179,4.517671373,4.844964269,4.694636666,4.79754163,4.481257382,5.309404659,4.453605596,4.202977396,4.478326157,4.385509683,4.714687933,5.139461389,4.881750808,4.43676376,4.373801727,4.671143147,5.067790399,4.714687933,4.65318304,5.221298477,4.810418688,4.876837194,5.119468063,4.649351096,3.823437849,4.678186699,4.40672017,4.976594471,4.543134591,5.464079771,5.314422168,4.608194687,4.807550144,5.272649123,4.852280975,5.146081204,4.790437213,4.832626519,5.048317229,4.641334444,4.213358666,4.368561094,4.517816355,5.373462927,4.553567132,4.814158108,4.473153298,4.371356771,5.028832208,4.493824364,4.742825988,4.199990248,5.35753604,3.81664364,4.742825988,5.046961749,4.254785515,5.210297056,4.576610287,4.613038805,5.167938314,4.366443157,4.726729666,4.722832662,5.099486589,4.359699646,4.703008771,4.763158184,4.772985412,4.783998684,4.500906745,4.623035468,4.742825988
HSPA5,7.11213784,7.732152782,7.677541619,7.135587126,7.125644566,7.317300902,6.597444137,6.95735666,7.68927499,8.383611062,6.925505901,7.471232255,7.505247214,7.27228825,7.956833128,7.927382004,7.3190156,7.292742564,7.528755951,6.881875786,7.075028023,7.869848799,8.542549313,7.080193533,7.608868023,7.646313931,8.2861836,7.154670658,8.076118625,7.745514973,6.790421501,7.660230933,8.009412755,7.227959344,7.611664379,8.424130169,7.858885694,6.455721874,6.738636681,7.76950568,8.817197431,7.550663617,7.44475342,8.092356238,7.401306834,7.818072234,7.073118759,5.456187898,6.826172669,6.817263053,7.358798978,7.628111477,8.268321478,8.101630993,6.887196333,7.049276905,8.006418364,7.471454844,7.433859649,7.30805472,7.365105793,6.970721967,7.262706431,6.347548711,5.400647188,6.69482883,8.806157376,5.89757666,7.20112053,6.859838087,6.650211966,7.299862771,6.565805635,5.279815942,6.733886872,7.0454735,6.024698153,7.168937873,7.092430922,6.42522594,7.669085611,7.518412265,7.051032323,7.202875947,6.523821897,7.0387444,7.72540526,6.983156175,7.212238175,6.420398542,6.97540308,6.923325691,6.976134504,6.745443372,7.011096572,7.105596554
HSPB1,3.86840535,3.721800367,3.048614533,3.094575289,2.773033814,3.044608785,2.820298213,1.662430211,4.637165615,4.577441393,4.827955579,3.974308654,4.050986035,4.55260302,4.443464366,3.699760753,3.700081699,3.421400278,3.747996317,3.469051734,2.230877533,5.34174649,5.297796503,5.542079673,4.660094317,4.7707875,4.437004378,5.548548119,5.194440636,4.28653793,4.259106154,4.536393527,3.843676216,4.327611354,4.228333566,4.383774111,3.36336029,4.502539968,4.319890367,4.374494078,5.358103291,5.434329478,3.967676011,5.77971373,2.802976243,3.813144908,4.341329808,2.60581246,2.283213126,3.0142758,5.032601232,5.077846329,4.453706826,4.504450636,5.325335852,4.268542887,3.511069508,3.115907161,3.96757287,3.072346688,3.187549013,3.77937381,3.402790088,2.779710141,4.427695445,3.126282238,3.110431942,3.115721561,3.478960595,2.762022399,2.994672816,3.071919807,2.838192907,4.096788044,2.51996203,3.914027082,4.10708888,3.831991594,4.513981188,3.311270407,3.960315885,4.997359524,5.28956919,2.733105818,3.488407669,3.499283867,4.557968542,3.889175155,4.652216553,3.951258573,3.416505976,5.302783956,4.145471095,3.971062162,5.186579388,3.870448049
HSPB8,2.737352427,3.361748012,3.227195097,2.993519738,3.513591727,3.657371459,3.359844915,0.927897893,3.09591494,3.127809286,3.057589649,3.18283689,3.191170933,3.4555369,4.143802956,3.952079837,3.836746072,4.304194287,4.485421391,4.145051378,1.540376376,3.752968192,3.856468227,3.827872624,3.963952213,3.998871606,2.799552492,2.785175792,4.283264687,3.217004186,2.898538484,3.027745355,2.835780861,3.002775296,3.578324839,4.096940813,3.824654815,2.585461178,3.218104795,2.987343845,4.36571862,4.030147624,3.884936069,3.82449431,2.746310548,4.672880154,2.571536675,2.47357262,1.079794214,2.331148412,2.933989441,2.675739736,3.211080389,2.772070778,2.541359422,2.459797331,3.993724797,1.973144867,2.68567433,4.541667405,3.238523819,2.643232108,2.72394341,2.484561026,2.413204898,1.933981542,2.882041259,3.301029219,2.299383619,3.501706866,2.758956523,3.078178894,1.674008604,1.553514885,2.781129202,1.721288918,1.544732945,1.481402088,2.842373488,1.592357199,2.633257842,3.154052104,3.360141076,1.571055836,1.777672183,2.151879128,2.76959574,2.802614,2.348544139,2.415772985,2.882912574,3.172418511,2.161601172,1.840154654,1.5818097,2.688746862
HSPD1,4.07465943,3.639389544,3.861421505,3.780828591,3.29040416,3.64396584,2.900319635,3.830866824,3.883664791,3.757734207,3.648170237,4.090424279,3.644834469,3.884615959,3.450408946,3.705163841,3.593146074,3.134118461,3.483561714,2.698200134,3.647480218,3.651956623,3.508500677,3.410685671,3.905429247,3.43906371,3.617589764,3.606498458,4.117390601,3.944136752,5.044252248,3.915434128,3.649151723,4.040316041,4.413595856,3.857573571,2.550584275,4.443974014,4.267988317,3.762195625,3.689874482,3.906273329,4.646877528,4.309221021,4.556453334,4.116862443,3.80042054,2.598147411,2.756613942,3.547928825,4.362401192,4.145007294,4.888232609,5.054999646,3.417806997,3.654304083,2.668762324,3.53381134,4.531828541,2.997185182,3.284648521,4.065137711,2.152861791,3.264323566,3.9374511,3.169382715,3.425630129,2.925647169,3.818979926,2.940016693,2.782279746,3.094566484,3.59365704,2.950142746,3.597426991,4.376495621,2.846569253,4.25585718,3.693005273,2.613141883,3.233307976,3.743835873,2.759787524,2.976659891,2.233196357,3.281115329,3.443223235,3.622122904,2.888275478,4.586593003,2.831434811,2.873323159,3.347990987,3.502704689,3.606332818,4.271829389
HSPG2,2.724431477,2.956213874,2.910418225,3.104676917,2.934189041,3.124505896,3.036317833,2.51507367,2.928469589,3.507993326,2.933784246,2.714751439,2.85190519,2.732371135,3.101606254,2.984189385,3.080678511,2.823147244,2.970264895,3.048463583,2.401692397,2.875549473,3.644750135,2.964432904,2.738638149,2.706286897,2.823628181,2.758170478,2.45891419,2.44196371,2.916659101,2.237861249,2.410579094,3.327757407,2.269532745,2.575502013,2.917527936,2.707655099,2.861537256,2.926199893,2.657221685,2.990206805,2.771883318,2.487995573,2.693171783,2.456119164,2.741545782,3.108324148,3.505307483,3.129779855,3.236980055,2.718441502,2.62343718,2.574378836,2.98346396,3.276563286,3.527181207,3.727939473,3.067395353,2.191683422,2.733270912,2.837981925,3.682522351,3.05997747,2.822580595,3.098116048,3.396478912,2.610494688,3.100452067,2.782991226,3.54262352,3.203384427,3.223138129,3.266186445,3.241744313,3.104165107,3.739332687,2.815769256,3.126517118,3.90298514,3.031953442,3.928681345,3.179466875,3.014634117,3.760619145,4.452597059,3.625974306,3.752553733,3.984524487,3.288382721,3.511542177,3.844265007,4.365598805,3.380930044,4.142857374,3.019871717
HTR2A,1.510845023,1.380024987,1.496674523,1.518593217,1.553457991,1.56345807,1.56140393,1.650966071,1.387126518,1.204311505,1.558741851,1.372053436,1.356122638,1.475090575,1.41428301,1.524221948,1.478215463,1.50559333,1.492782457,1.50002873,1.622363381,1.322928517,1.132428251,1.463317096,1.39610469,1.344524076,1.39187701,1.554651926,1.522314653,1.339582938,1.482618765,1.840172046,1.521748606,1.471181704,1.318711754,1.586336067,1.482618765,1.581648033,1.408713292,1.581067472,1.679037216,1.216242659,1.641982882,1.207360069,1.49105142,1.603767424,1.319565882,1.502809156,2.006501722,1.769700925,1.473558818,1.668127654,1.300691669,1.235156366,1.462247749,1.730111706,1.087981718,1.26451594,1.505274772,1.637439585,1.253122421,1.548860422,1.491863802,1.505768249,1.347724909,1.581197695,1.467930157,1.855440408,1.408074272,1.741882589,1.256881557,1.156009005,1.417537423,1.448002385,1.514621811,1.519730752,1.306403448,1.513199435,1.410077208,1.880535177,1.247128124,1.691852707,1.475274259,1.507669588,1.260568122,1.468423634,1.449178022,1.601691514,1.596321321,1.79503299,2.107215394,1.605958641,1.308522497,1.4412969,1.966734038,1.550152172
HTRA1,7.509265447,7.103864487,7.60710863,7.415046883,7.656249377,7.427908701,7.363691448,7.810127271,7.371137889,7.554922083,7.185307461,7.450222465,7.472281549,7.75833911,7.274499454,7.797966405,7.692543483,7.889740364,7.649728256,7.562466728,8.139598827,7.528530221,7.938806059,7.417063584,7.827310657,7.633899682,7.36915587,7.482594632,7.050987828,7.104654727,6.194305114,7.173655025,6.933005837,7.975393057,7.827880074,7.880553141,7.486427981,6.526670748,7.498495935,7.163006831,7.766262524,6.923635426,7.558835702,7.767398331,7.12438938,7.237118262,4.832592776,6.081710296,4.505524444,6.576074178,4.553002925,6.772872673,5.639156257,6.232183945,6.847242848,5.862641115,7.062479633,7.107769952,7.153486199,7.270332383,7.491388894,7.124665087,6.809052612,6.961250801,7.090874817,6.639817313,6.993337359,6.863003462,6.750416556,7.358215479,6.874361536,7.22759763,6.487619124,2.41702746,6.785768561,4.829908257,4.873352889,6.788892031,5.639171013,3.302105359,6.967923669,4.548795931,6.292970135,6.365519831,5.153755336,4.563703403,5.045995611,5.593454766,5.018026354,2.89506039,6.762768461,5.19223081,5.057637636,5.581528789,4.553055209,7.061485802
HTT,3.533072269,3.517860562,3.679098738,3.540414519,3.94735732,3.730489953,3.471631369,3.123945084,3.581292939,3.727996712,3.367307755,3.293842063,3.208972477,3.524189617,3.572433758,3.6626344,3.534550344,3.918219677,3.757411666,3.430667944,3.099840482,3.592761921,3.712209871,3.268006122,3.248788193,3.241359553,3.421345645,3.058536174,3.348894363,3.235516404,3.689521514,3.241106826,3.193378965,3.445202101,3.268685249,3.293184455,3.45980596,3.263543256,3.494095879,3.722062558,3.318117142,3.515022595,3.492227422,3.307668732,3.546711623,3.634439407,3.672144945,3.66446365,3.62653251,3.482196924,3.633184044,3.721049425,3.139458078,3.146835832,3.420828019,3.563630079,3.652598518,3.991491742,3.693300981,3.742807613,4.115676855,3.642194951,3.757142414,3.27505066,3.815184156,3.508831977,3.808547398,3.508458286,3.622180041,3.645931864,3.210013415,4.184047427,3.710894371,3.531313249,3.330715726,3.574272809,3.136844647,3.644063407,3.66029656,3.499086106,3.810131849,3.488652643,3.604452123,3.643256234,3.179236195,4.108143237,3.442718501,3.782374055,3.316709773,3.399385251,3.441208788,3.89941419,3.533121916,3.303555837,3.434915825,3.605677831
HYMAI,2.438677606,1.939476677,2.35571728,1.928344077,2.073139552,1.984109555,1.871318046,2.26276649,1.917232718,1.627356093,1.748429888,2.392210707,1.722257182,2.396848845,1.841741201,1.933910377,1.823560861,1.717501698,1.910657018,1.853156817,2.190765664,1.786655914,1.535365865,1.694159655,2.118161114,1.590638051,1.498896702,1.728395698,1.446118502,1.761627365,1.731279473,1.695863646,1.62475044,1.060827407,1.732209448,2.01165406,1.973252076,1.792734593,1.533775021,1.701093688,2.008488733,1.910235622,1.751738918,1.493444832,1.603770551,2.158786303,2.437121555,2.48914731,1.871324153,1.831232774,2.07186493,1.628746481,1.631553782,2.06260617,1.3778982,1.855711748,1.868501033,2.198684726,1.831711574,1.601478836,2.254798891,2.264729997,1.925101515,2.659534137,1.996922867,1.807771123,2.368545893,1.81643098,2.022893905,2.003970198,2.112623669,2.079443194,2.405813138,1.892083145,2.745416024,2.385396353,1.952838651,2.791027446,1.667370533,2.270471951,1.733978907,2.455434542,1.884506837,2.266999477,2.99180814,1.933138544,2.627522529,1.943991093,1.883269715,3.552352549,2.714709794,2.029762067,2.950087255,2.138466729,2.176356801,2.034804407
IAPP,1.323726057,1.397616606,1.610308027,1.388040927,1.411726452,1.729640946,1.40435831,1.422260667,1.39428884,1.733747157,1.372574124,1.335778435,1.488651397,1.372245413,1.278746017,1.547847298,1.432804564,1.289972028,1.600159654,1.420267106,1.317626765,1.349229895,1.754694079,1.287390276,1.287858896,1.408042381,1.470536457,1.383065855,1.395529573,1.188521429,1.385161856,1.458054024,1.431554586,1.184413642,1.318258261,1.449492235,1.374101709,1.485863462,1.779780779,1.27999689,1.3071794,1.293967109,1.661665524,1.409424935,1.530038549,1.410828507,1.606313446,1.561866419,1.361209464,1.354624611,1.734177332,1.453473408,1.330691709,1.24304955,1.633113735,1.639841658,1.148909629,1.413791722,1.216926724,1.390735714,1.425525583,1.283951962,1.295461252,1.167221564,1.192083501,1.282763605,1.487890962,1.85174359,1.250444022,1.595011571,1.262327597,1.357283916,1.360240775,1.31923776,1.438008016,1.244118591,1.421277439,1.368372135,1.463581097,1.948487124,1.397959431,1.784793209,1.490136677,1.804770716,1.374922137,1.319312617,1.500073966,1.623700581,1.57658735,1.496331108,1.345091555,1.715363185,1.434948229,1.57268542,1.454064879,1.291980394
ICA1,2.700297908,2.863287125,2.780176053,2.831249724,2.93946632,2.90678354,2.857795724,2.656109431,2.478593931,2.80597353,2.780185851,2.812795623,2.897068814,2.688909592,2.850918103,2.716964534,2.778697363,2.88864371,2.878258201,2.81943366,2.6568428,2.495310971,2.791886211,2.721592768,2.770869673,2.840560062,2.993826772,2.85185556,2.847048849,2.86055384,2.584181318,2.504626263,2.680884158,2.754441931,2.956359308,2.897985764,2.768444474,2.814183744,3.093088451,2.486385641,2.53895737,2.803939498,2.87891885,2.828061899,2.749430869,2.599685403,2.702867275,3.243952132,2.975196011,3.051766766,2.742676907,3.004835302,2.920986654,2.658900659,2.859893735,2.845600855,2.855720713,3.366902371,3.355307626,2.916084467,2.919558448,3.238453919,3.280852481,2.812975642,2.90006506,3.06540346,2.735703996,2.994946503,2.745948242,3.118064037,3.488740486,2.844650175,2.915355908,2.857062328,2.96098856,3.215646478,3.251843407,2.945253469,2.916546479,2.868106211,2.951001975,2.619303417,2.865174207,3.118623784,2.802971287,2.90006506,2.955186745,2.859212464,2.910158264,2.543355615,2.867706392,2.746143709,2.675260279,2.99225439,2.835676464,3.138357063
ICAM1,2.885133812,3.659735072,3.54736791,3.17381934,3.357743291,3.720976251,3.146417162,2.672182229,2.807345071,4.223140205,2.668720162,2.748438283,2.892124654,2.935557736,3.786826926,3.657830457,3.230434984,3.466697923,3.798613802,3.24458431,2.749553226,2.921598093,4.367755685,2.9036643,2.881720712,2.968980697,3.652188735,4.291260874,3.471075773,2.76107788,2.871458718,2.51441526,2.703432907,3.161711005,3.624704578,2.92892145,3.855876748,2.497296036,3.082162994,3.532194706,2.988616628,2.83084185,3.021716073,2.912189487,3.070784348,3.137290768,2.956063023,2.964297507,3.057771697,3.602174471,2.916862935,2.955218945,3.230599366,3.118362789,3.268862193,3.031295532,3.130628036,3.314713798,2.3246577,2.798335126,3.371584247,3.177646105,3.11905576,2.759574834,2.772867006,3.601207373,3.639922105,2.614739136,3.630400035,3.070534206,2.752581352,3.108360516,2.87218812,3.290601092,2.511044249,2.26459804,3.450232446,3.184867388,3.549177688,2.930915145,2.935983711,3.641972312,2.771272401,3.11298487,3.073279205,2.59685678,3.139341414,2.969083156,3.558096087,2.523083517,3.068802921,3.561478927,3.074224578,3.1411866,2.877131395,3.417588603
ICOS,1.081557146,1.19536746,1.350194608,1.250875595,1.994801372,1.286115087,1.287062928,1.474224598,1.09782782,1.373570354,1.44838287,1.365008345,1.37780352,1.023327658,1.272144135,1.523608577,1.235752317,2.009790007,1.345068003,1.293389231,1.464198386,1.144964122,1.400007711,1.382742996,1.437431793,1.41437684,1.490738492,1.46693294,1.523571047,1.523571047,1.803291155,1.407711512,1.566171482,1.22521203,1.24661948,1.524487395,1.526875749,1.466698979,1.357322119,1.284521193,1.333331348,1.575354459,1.508880233,1.394102769,1.822407735,1.57178655,1.618631977,1.472218632,2.06919733,2.765639464,1.361516126,1.224889112,1.341253113,1.868896242,1.498906428,1.864797181,1.725297817,1.420134429,1.407032602,1.586568575,1.139605205,1.574899761,1.411029439,1.641617695,1.17454341,1.439367989,1.387662564,1.347996393,1.46444083,1.614283229,1.162874595,1.346514639,1.547916236,2.360658442,1.399896785,1.63954129,1.529599024,1.698392279,2.693487742,1.751228516,1.781487498,1.577405095,1.556641039,1.487388525,2.244545449,1.489113988,1.497526843,1.470913757,3.178586788,1.721135257,1.562889753,1.529599024,1.339671274,1.260797105,1.904541339,1.271305862
IDE,3.575116701,3.354157437,3.554892769,3.791757927,3.514622298,3.627508988,3.708086024,3.574759489,3.591114232,3.718719089,3.320726237,3.494448665,3.682886072,3.618727389,3.396312523,3.581403826,3.800108465,3.525048664,3.638541375,3.725308266,3.638660404,3.600867513,3.659445565,3.329195024,3.479813942,3.681500224,3.644193275,3.81357676,3.53770682,3.424010344,3.639340377,3.394026365,3.896474663,3.158002187,3.690711772,3.693970147,3.772639096,3.492834842,3.140913052,3.735029134,3.717922667,3.540479905,3.426124821,3.627849407,4.052096714,3.301803964,3.642317086,3.422848874,3.607498107,3.325810487,3.770736329,3.732494967,3.838586679,3.887213194,3.365555051,3.003909437,3.518022023,3.662759717,3.621042123,3.918836764,3.663245007,3.594957794,3.816700586,3.420669416,3.451641307,3.670420364,3.907328463,3.579151211,3.695135482,3.239361667,3.979983284,3.397202186,3.772296566,3.729053775,3.779333268,3.645878563,3.363283893,3.517259425,3.775346959,3.715742968,3.621995371,3.880100236,3.632810401,3.354566008,4.310430999,3.631649172,3.741463329,3.862751125,3.68128739,3.598926772,3.547763358,3.508524208,3.831796566,3.394983718,3.559098342,3.227038771
IDH1,4.09612957,2.962531208,3.615160227,3.770531073,3.471181742,3.484637615,3.598617444,4.225287415,3.908349225,3.04327408,3.720541974,3.828765922,3.673550636,4.039095515,2.877713381,3.500778458,3.754030331,3.380582786,3.370395442,3.511123905,4.126203084,3.859391896,2.934459011,3.627093264,3.745536523,3.596831394,3.032625878,3.083087963,4.981923327,4.073785718,4.617785467,4.043486876,3.900892803,3.988574724,4.417388496,3.782900045,2.399252943,4.71421159,3.40157365,3.969610959,2.970840711,3.448305355,4.787187898,3.801048164,5.202219656,4.362224453,4.230138768,3.778203602,2.305296046,2.872538792,4.235139535,4.492388168,4.382428608,4.643540261,3.132771735,3.44476019,1.983386843,3.617221292,4.630085421,2.603913357,3.317507454,4.966251429,2.207821374,3.011244459,4.14754698,3.739460206,2.964812624,3.706942328,3.854634188,2.45495005,2.233670148,3.116690665,3.565535739,2.751353326,3.026225953,4.187057821,2.655107124,3.756780684,3.506785253,2.161149643,3.523374049,3.251140276,3.063925581,2.944913266,2.782239912,3.988196184,2.735592171,4.048829851,3.238953568,4.108072123,2.332891058,3.139588721,3.785076395,3.522594387,2.855660027,4.16329614
IDH2,3.932498042,4.23402995,2.972590423,3.100118117,3.233169191,3.287851049,3.373638466,3.308055007,4.318217463,3.961986749,3.997110147,3.998507813,3.963366171,3.907837418,4.112475526,2.978218133,3.036974035,3.119168843,3.210916593,3.307220845,3.148700137,4.335982262,3.844159117,3.956718136,3.926188151,3.868670288,4.720615661,3.932736495,5.088147002,4.572957303,5.816270035,4.476130995,3.46199108,4.861310886,5.444628919,3.920959053,3.283732509,4.62960175,5.332115011,3.806648586,3.46469179,4.45262308,5.141515371,4.579450748,4.334273291,4.066773883,4.312457208,3.469275083,2.994508078,3.41835565,4.835558502,5.30983983,5.565884755,5.03520167,4.321111502,3.433192398,2.550330451,3.149465248,5.542082536,3.453612111,3.355505901,3.818231382,2.772821948,3.100488468,4.555067139,3.881310563,3.396051771,3.495156069,3.544884351,3.240608324,3.346534849,3.236686424,3.738231669,3.417727901,2.811864814,4.493009531,3.066952701,3.94012732,4.154058742,2.833658366,4.161127556,3.874746665,3.833237934,3.534668623,2.827364539,3.903796906,3.496259837,3.678534246,3.539248087,3.566090792,2.544987743,3.235782274,3.548465727,3.750502284,3.606131746,3.916713343
IDS,4.7122743,4.757205333,4.800923735,4.839532744,4.85229804,4.715439664,4.747833108,4.743323487,4.560041758,4.730961448,4.375272115,4.585859269,4.635643119,4.804370405,4.806141385,4.820244378,4.844675009,4.894392856,4.752797647,4.753077274,4.797459307,4.620492372,4.78211231,4.395052615,4.610665728,4.669619671,4.939860558,4.805289168,4.972712061,4.568527362,4.222354652,4.739500612,4.430782038,4.602071826,4.749167851,4.618814115,5.057065138,4.502439378,4.688007593,4.387972423,4.79031778,4.837456265,4.398101637,4.819490599,4.700386792,4.823169283,4.569560024,5.077059027,4.851729381,4.908587292,4.17300533,4.491712713,4.843048038,4.681626713,4.775688828,4.48649625,5.154434029,4.985556773,4.68790847,5.034320722,5.160593685,4.58796804,5.14810327,4.753543035,4.741822577,4.749436597,4.585538397,4.656211903,4.673989357,4.568111702,4.773904123,4.906678946,4.720007126,4.154191323,4.710510989,4.360847807,4.613804378,4.58586349,4.626294793,4.66233734,4.674109128,4.40725911,4.903684668,4.618475451,5.036117289,4.68132106,4.912325298,4.72154704,4.525028325,4.169727346,4.889226585,5.057847189,4.687994021,4.634558999,4.672432333,4.65479176
IDUA,2.05634471,2.090020043,2.053102688,2.023033434,2.017432553,2.024888912,2.093278065,1.834209363,2.124154373,2.135787661,2.083111439,1.928995251,1.990672148,2.093164419,2.141023452,2.037386011,2.019014025,2.021648823,2.057824137,2.073212113,1.866047656,2.17416639,2.117459294,2.102511596,1.941574527,2.022219021,1.976702834,2.326514967,2.117538648,2.10427031,2.175084287,1.870473618,2.041592267,1.884567101,1.900261366,2.108181499,2.094781138,2.117901712,1.942129243,1.934867964,2.324815168,2.208387155,2.178417874,2.238075885,2.143992809,1.956783825,2.016950035,2.370420455,2.306845518,2.104561575,2.010175082,2.052868763,1.970564231,2.047941548,1.885686434,2.05084747,2.301477128,2.230415608,1.958068124,1.943661085,2.050385389,1.984076706,2.009590201,1.92847841,2.462644524,2.106462269,2.029179153,2.050385389,1.923923608,2.217229785,2.017297059,1.834411837,2.066442718,2.256539711,1.991552523,1.940476024,2.176038527,1.852069948,2.085289038,1.968828019,1.935904719,2.142075544,2.062383003,2.07877039,1.948710975,2.05112802,2.111611176,2.037463612,1.918345625,2.05447811,1.988532491,1.997047991,1.889977127,2.13677811,1.802940792,1.966435098
